id,EAP,HPL,MWS
id17000,0.0012541634,0.99779165,0.00095418416
id01730,0.038990654,0.95890015,0.0021091697
id00630,0.98149955,0.014596342,0.003904046
id18175,0.13075659,0.06152797,0.8077155
id00907,0.9132595,0.05032771,0.036412798
id18251,0.01083055,0.98686117,0.0023083016
id25861,0.7915579,0.115888186,0.09255381
id00398,0.531542,0.3818352,0.08662286
id27573,0.95616263,0.016540404,0.027297033
id10022,0.053004347,0.32152385,0.62547183
id15901,0.0682038,0.0025568975,0.9292394
id00451,0.3074572,0.10118157,0.5913612
id23129,0.005111313,0.99299735,0.0018913407
id26498,0.66381663,0.25812063,0.07806271
id14741,0.9446769,0.040633604,0.014689505
id18453,0.1161895,0.010781304,0.87302923
id08309,0.96693623,0.02514178,0.007921983
id00320,0.9911423,0.0065462408,0.0023114341
id07688,0.56748885,0.07686808,0.35564306
id01556,0.016534457,0.006165464,0.97730005
id00178,0.7656471,0.12638351,0.10796937
id18902,0.27104005,0.1564867,0.5724732
id27002,0.55222005,0.41913533,0.028644655
id21418,0.99803025,0.0008924627,0.0010773612
id23018,0.3862675,0.12895724,0.48477525
id07032,0.830507,0.1259084,0.04358456
id16195,0.74469715,0.08584574,0.16945718
id11202,0.23648413,0.7074751,0.056040753
id09578,0.68015724,0.2072579,0.11258485
id26984,0.93441325,0.011717507,0.0538692
id19856,0.005737387,0.9924913,0.0017713328
id12086,0.55938965,0.045526434,0.39508402
id12052,0.092219025,0.011898208,0.8958827
id17728,0.008821468,0.0059090746,0.9852695
id24608,0.92657113,0.06780236,0.00562651
id21097,0.28525797,0.07143534,0.6433067
id20179,0.0013653856,0.0011968014,0.99743783
id15144,0.6887267,0.24069361,0.0705797
id00206,0.9842555,0.00629842,0.009446031
id22285,0.03855334,0.010961505,0.9504851
id06417,0.0528348,0.84300554,0.104159676
id00215,0.013515473,0.9778321,0.008652489
id04201,0.17645343,0.045178607,0.778368
id21771,0.9337753,0.031005135,0.03521948
id12451,0.5186956,0.11712844,0.36417598
id14250,0.0032339569,0.9933234,0.003442682
id03433,0.9267255,0.014675468,0.058598954
id03303,0.17932174,0.025465062,0.79521316
id25901,0.5948036,0.2835797,0.12161676
id06945,0.97192466,0.01284837,0.015226936
id05664,0.44425985,0.5209065,0.034833588
id05741,0.9986131,0.00075934076,0.000627446
id10652,0.9093835,0.061121244,0.029495263
id16300,0.9230487,0.06106794,0.015883384
id12319,0.27843425,0.29346177,0.42810395
id07500,0.0012548562,0.99816614,0.0005789889
id12478,0.40589836,0.115568906,0.47853273
id03076,0.46702105,0.011064951,0.52191406
id00969,0.05512393,0.9038696,0.041006457
id23636,0.007836505,0.9890898,0.0030737268
id09791,0.1415451,0.64307547,0.21537946
id05680,0.020035878,0.9735275,0.006436605
id03672,0.021042317,0.971034,0.007923697
id04286,0.0048414823,0.98905176,0.00610676
id23883,0.01815116,0.010995162,0.9708537
id11914,0.30307874,0.1266006,0.57032055
id20974,0.0021286923,0.99748456,0.00038675586
id26125,0.1056468,0.102276735,0.7920764
id15543,0.43913198,0.024711454,0.53615654
id19471,0.9739637,0.011508204,0.01452812
id11503,0.74554104,0.23386186,0.020597033
id09321,0.004364172,0.9862061,0.009429741
id25560,0.0006944791,0.00045982053,0.9988457
id06726,0.1064294,0.06350751,0.8300631
id05709,0.9926576,0.0023973396,0.0049450225
id09788,0.1948506,0.46434572,0.34080368
id05289,0.99797255,0.0014432424,0.00058422243
id11815,0.0065153195,0.9910868,0.0023979302
id22422,0.6232078,0.27685276,0.09993945
id25954,0.8700339,0.09096881,0.03899726
id13601,0.35633135,0.24975383,0.39391482
id05677,0.9169448,0.060409144,0.022646075
id10498,0.00090237503,0.99892586,0.0001717431
id02665,0.0989467,0.89077073,0.010282584
id10114,0.0076708975,0.98007774,0.01225131
id26314,0.99206865,0.0040839124,0.0038474526
id21240,0.3077084,0.40191844,0.2903731
id15569,0.98580027,0.0061990097,0.008000738
id25928,0.06257566,0.06713088,0.87029344
id22706,0.019945504,0.9755223,0.0045321756
id20877,0.0035680146,0.9853644,0.011067545
id04318,0.9412974,0.03211944,0.02658319
id18299,0.19355094,0.7222431,0.084205925
id08126,0.004083547,0.0004121784,0.9955043
id14293,0.47395313,0.06617344,0.45987347
id12759,0.7468506,0.12103969,0.13210969
id11983,0.9028759,0.06932456,0.02779953
id05580,0.025926158,0.91040194,0.063671954
id25846,0.4752479,0.2752913,0.24946077
id01939,0.5131476,0.068579696,0.4182727
id26327,0.22830261,0.40008947,0.37160793
id11068,0.015790865,0.00086464436,0.9833445
id08404,0.9685402,0.023106353,0.008353422
id27189,0.9791941,0.014127738,0.00667816
id15119,0.008971028,0.9609784,0.03005058
id26525,0.9706708,0.020102613,0.009226644
id03618,0.40165612,0.554657,0.043686938
id27220,0.99450547,0.0025789004,0.002915607
id18777,0.2236359,0.015152235,0.7612119
id20213,0.91340727,0.053528663,0.033064067
id20403,0.8763921,0.09327112,0.030336818
id03777,0.7457902,0.017855477,0.23635435
id10595,0.13284516,0.85834557,0.00880922
id13816,0.40741187,0.02645438,0.5661337
id05667,0.007620454,0.00072120636,0.9916583
id24629,0.88656455,0.025508037,0.0879275
id20398,0.13112015,0.048591815,0.82028806
id14108,0.006399818,0.0010387168,0.9925614
id06196,0.0022392806,0.9963134,0.0014473358
id02800,0.22081947,0.7001596,0.07902091
id18732,0.0019326601,0.9969415,0.0011258338
id11915,0.003051155,0.9952048,0.0017441119
id09739,0.80853903,0.11714758,0.07431341
id24672,0.99295914,0.004769193,0.0022715828
id00414,0.011015554,0.004815047,0.98416936
id16307,0.8960821,0.09237784,0.011540064
id14043,0.4894271,0.070814505,0.43975845
id00517,0.0004922363,0.00022787479,0.9992799
id09744,0.3588916,0.5842155,0.05689287
id19257,0.97586876,0.011631545,0.0124997515
id15437,0.8612994,0.100149296,0.038551297
id16352,0.034210503,0.0073708124,0.9584187
id18849,0.77446985,0.029629417,0.19590071
id19434,0.0006453247,0.99915016,0.00020455684
id17928,0.054073215,0.22794354,0.7179833
id16896,0.03447266,0.0043849153,0.9611424
id02135,0.075430416,0.815245,0.10932469
id15075,0.94817054,0.03660899,0.015220484
id27486,0.004202326,0.9943515,0.001446135
id19422,0.98111856,0.014880147,0.004001217
id09603,0.010808029,0.98541313,0.003778838
id02133,0.20184731,0.77375346,0.024399212
id03441,0.5600036,0.009891269,0.4301051
id02398,0.00817491,0.98917,0.0026550735
id05152,0.0061123236,0.0028045762,0.99108315
id17838,0.93004304,0.02998518,0.03997175
id25060,0.45064414,0.49479115,0.05456477
id09998,0.33152518,0.13183625,0.5366386
id01828,0.020385787,0.9675734,0.012040829
id25377,0.531969,0.25748315,0.21054776
id22175,0.009537618,0.9884722,0.001990129
id02974,0.0026122895,0.002585522,0.99480224
id26955,0.99418986,0.004408919,0.001401191
id21091,0.94522,0.028495628,0.02628435
id12802,0.9417232,0.043037906,0.015238816
id07432,0.0015785089,0.9978816,0.00053989503
id18749,0.10036024,0.6736105,0.22602925
id15030,0.0011584958,0.001146443,0.997695
id17155,0.25894982,0.69697505,0.044075057
id08128,0.01147813,0.9676105,0.020911463
id25706,0.005968114,0.98881793,0.005213938
id15645,0.9658063,0.029068893,0.0051247524
id04943,0.9737385,0.018614402,0.007647116
id27566,0.005317764,0.002996353,0.9916858
id11765,0.35982412,0.18301938,0.45715645
id13783,0.435376,0.52174914,0.042874806
id00492,0.008644425,0.0036051502,0.9877505
id27636,0.065589294,0.19595982,0.7384509
id04273,0.9355382,0.032648005,0.03181383
id02537,0.32574373,0.15447567,0.5197806
id24349,0.04735828,0.946906,0.0057357703
id00023,0.0048620105,0.9905358,0.0046021394
id23025,0.043394897,0.9512331,0.0053720432
id08722,0.897295,0.06303266,0.039672382
id02420,0.93239015,0.05865619,0.008953609
id10811,0.9806645,0.012554041,0.006781478
id04019,0.015108724,0.007427238,0.977464
id18334,0.99280375,0.005271705,0.0019245644
id16781,0.8141587,0.11345091,0.07239043
id08773,0.38633496,0.58623034,0.027434714
id19214,0.76596165,0.18821587,0.045822542
id09589,0.002488011,0.97859484,0.018917123
id24246,0.6414286,0.3506822,0.007889307
id23577,0.31151718,0.6830286,0.0054542376
id09305,0.9068887,0.06339891,0.029712453
id16460,0.40422148,0.20521815,0.3905604
id21115,0.98517066,0.0092994785,0.005529907
id25996,0.30664936,0.38991448,0.30343613
id02551,0.0062807007,0.004396645,0.9893226
id19352,0.006474038,0.0018208243,0.9917052
id03806,0.13451608,0.012019488,0.8534644
id26544,0.95209014,0.007766472,0.040143482
id18761,0.9662645,0.02167917,0.012056406
id24148,0.0044021728,0.994362,0.0012358316
id16095,0.01286009,0.9590206,0.028119281
id18442,0.90776664,0.06176699,0.03046637
id22596,6.443492e-05,1.965304e-05,0.99991584
id23002,0.037796985,0.010760009,0.95144296
id04797,0.99617624,0.0022675586,0.0015561281
id06610,0.017540224,0.002638011,0.9798218
id16173,0.6081181,0.2747748,0.117107086
id18292,0.18347253,0.010040463,0.806487
id27328,0.98332363,0.007794688,0.008881707
id01695,0.0022462646,0.9965293,0.0012245034
id05761,0.94409055,0.008311169,0.047598235
id16354,0.9840735,0.01247672,0.0034497806
id12207,0.114978984,0.83251816,0.052502807
id05665,0.033230852,0.0089196395,0.95784944
id01911,0.96981627,0.025928423,0.0042553185
id19153,0.03482109,0.0041452125,0.96103376
id10295,0.44525245,0.07215389,0.48259366
id23038,0.6569934,0.30185816,0.041148506
id23783,0.1218249,0.87386465,0.0043103667
id27879,0.025207564,0.973408,0.001384479
id19190,0.2883532,0.7084231,0.0032237316
id05065,0.9520955,0.02465253,0.023251943
id21296,0.042659953,0.93355125,0.02378876
id13262,0.06696411,0.04107725,0.89195865
id10333,0.9475976,0.031632654,0.020769672
id16677,0.9778723,0.011446047,0.010681653
id01392,0.49587896,0.07282106,0.4313
id27874,0.95521396,0.022645352,0.022140656
id02294,0.041523334,0.8838202,0.07465648
id18298,0.0074900514,0.006706883,0.985803
id06997,0.99707115,0.001451806,0.0014771192
id05243,0.37222162,0.26233613,0.36544234
id00860,0.0064175087,0.98438513,0.009197379
id26681,0.11896028,0.8752063,0.0058334586
id06020,0.004387472,0.0013961508,0.9942163
id27683,0.79416096,0.12307078,0.08276826
id17655,0.069747224,0.9223899,0.007862825
id08817,0.12117827,0.16837049,0.71045125
id11512,0.004237022,0.0059492397,0.98981386
id00478,0.34333092,0.49859732,0.15807174
id02116,0.9771613,0.015520013,0.00731876
id06746,0.9013237,0.057339266,0.041336987
id03863,0.40163276,0.53525865,0.06310859
id01802,0.02562725,0.015577211,0.9587955
id11682,0.84490603,0.050887845,0.10420623
id04033,0.015082913,0.9810728,0.0038442356
id09286,0.27044097,0.5563573,0.17320171
id12904,0.81172293,0.17921218,0.009064807
id07420,0.0010382223,0.00034871974,0.9986131
id22398,0.0010589143,0.997486,0.0014550816
id00424,0.007699745,0.0021846762,0.99011564
id20960,0.9237795,0.065514736,0.010705713
id10267,0.9436005,0.030265506,0.026134131
id19330,0.9627597,0.0059125805,0.031327702
id00994,0.003194549,0.9907749,0.006030503
id10785,0.058370773,0.91012514,0.031504087
id00955,0.07050648,0.8839782,0.04551538
id09757,0.0028613193,0.995606,0.0015326334
id10030,0.4141831,0.3757277,0.21008913
id22952,0.039783556,0.024883706,0.9353327
id21955,0.0011664102,0.0010562782,0.9977774
id07674,0.34562084,0.48104882,0.17333037
id13760,0.08982265,0.90196574,0.008211644
id18166,0.97182065,0.0076621966,0.020517103
id23498,0.12818854,0.86340374,0.008407769
id05296,0.9683187,0.014864731,0.016816564
id26709,0.41480026,0.45532525,0.12987445
id02853,0.97770256,0.019927735,0.0023696702
id06800,0.7172071,0.15923803,0.12355493
id14758,0.9752544,0.016369002,0.008376633
id12356,0.9968143,0.0024237456,0.0007619671
id21492,0.9525683,0.030001754,0.01742985
id27540,0.25064194,0.11289942,0.6364587
id07376,0.10238225,0.85024506,0.047372647
id15201,0.73280036,0.19100547,0.0761942
id23388,0.0021781917,0.99660057,0.0012212555
id13923,0.012919045,0.981487,0.0055939606
id00794,0.0013895518,0.9978993,0.00071109814
id23910,0.11907293,0.02847014,0.85245687
id02556,0.1567541,0.12365473,0.7195911
id22151,0.009680063,0.9848701,0.0054498306
id11698,0.16228573,0.6238433,0.2138709
id11627,0.49623075,0.08384911,0.41992015
id06340,0.99722856,0.0016631889,0.0011082196
id05123,0.9675887,0.011449654,0.020961622
id26620,0.0045636436,0.0009629372,0.9944734
id04002,0.12019338,0.041795738,0.8380109
id26554,0.29220894,0.47168106,0.23610997
id18012,0.24823394,0.5930852,0.15868081
id12964,0.06341739,0.03323286,0.90334976
id18965,0.0026589409,0.025745759,0.9715953
id19082,0.78640133,0.044158813,0.16943987
id26742,0.0009756251,0.0006148331,0.99840957
id15442,0.044915512,0.94239074,0.012693829
id16647,0.86904114,0.049995437,0.08096346
id11544,0.36558226,0.03861671,0.59580106
id20581,0.23562357,0.28176665,0.48260975
id13192,0.40561217,0.5531073,0.041280463
id15814,0.46277598,0.15627632,0.38094762
id26279,0.105545744,0.8913612,0.0030931272
id00240,0.9548897,0.022691637,0.022418601
id22836,0.98349345,0.013267471,0.003239064
id15085,0.033565115,0.91102815,0.055406697
id17495,0.73276377,0.034217503,0.2330187
id26762,0.9549723,0.018297827,0.026729796
id13685,0.9002444,0.0018574066,0.09789817
id16560,0.0015447638,0.9981377,0.0003175459
id17184,0.0011908573,0.99790984,0.0008992625
id21635,0.9978441,0.0011110886,0.0010447312
id26751,0.086119816,0.88935554,0.024524564
id12351,0.8664249,0.11431732,0.019257724
id14872,0.71260804,0.2175128,0.069879115
id18372,0.9607554,0.026200967,0.013043574
id26851,0.69159913,0.18877707,0.11962376
id22659,0.32400325,0.6725734,0.0034234084
id04102,0.0036188727,0.001190529,0.9951906
id02353,0.0054484457,0.9911322,0.0034193438
id26721,0.9892875,0.0071198707,0.0035925745
id11171,0.716135,0.045837674,0.23802727
id13562,0.45351252,0.4690013,0.0774861
id26425,0.7705422,0.11473557,0.11472217
id26394,0.14081271,0.09053602,0.76865125
id22187,0.7710403,0.09928465,0.12967508
id00422,0.9886507,0.006677055,0.0046723154
id22667,0.0026138527,0.99649316,0.000892984
id00911,0.77129513,0.11643316,0.11227174
id17291,0.30080077,0.075787,0.6234122
id01915,0.19291887,0.6158133,0.19126777
id01434,0.19478507,0.069600984,0.73561394
id01584,0.60914236,0.2542213,0.13663635
id09266,0.954515,0.018386127,0.027098868
id17494,0.0015188621,0.9978707,0.00061043823
id24919,0.40416685,0.42831975,0.16751343
id21043,0.008728994,0.0015159529,0.9897551
id17796,0.0059820735,0.9916726,0.0023453038
id02166,0.83307445,0.082035944,0.08488964
id17503,0.92880046,0.029729903,0.041469675
id21203,0.77124065,0.092942916,0.13581638
id25626,0.9991128,0.00048307647,0.00040410264
id09836,0.996711,0.0024582539,0.00083074963
id24202,0.005986631,0.017102353,0.976911
id27260,0.52940655,0.06424531,0.4063481
id23167,0.0023895951,0.0008140382,0.9967963
id10393,0.039890897,0.9524251,0.007683943
id01171,0.9410953,0.056581907,0.0023228843
id06380,0.99239314,0.0036011694,0.0040057036
id22686,0.58773017,0.024879027,0.38739082
id26250,0.8050903,0.029435033,0.16547462
id09315,0.21353298,0.49115112,0.2953158
id00886,0.13988556,0.48250982,0.37760463
id03101,0.7852268,0.15124232,0.06353091
id12367,0.30181593,0.0402621,0.6579219
id10770,0.91515785,0.01689264,0.067949496
id14949,0.003530099,0.9953675,0.001102373
id14141,0.029409207,0.9646162,0.005974593
id25417,0.83595,0.13074103,0.033308964
id26873,0.85720474,0.11934062,0.023454659
id10818,0.05030749,0.05453144,0.89516115
id15146,0.92330486,0.021673165,0.05502189
id23328,0.6118204,0.32991618,0.058263496
id16765,0.31888548,0.64105934,0.040055215
id24383,0.959947,0.005448284,0.034604736
id21304,0.9793717,0.015293098,0.005335182
id12551,0.0045171836,0.9944931,0.000989698
id23274,0.014738716,0.0055348943,0.9797263
id08117,0.9469458,0.022587223,0.030466998
id23961,0.9922746,0.0038233928,0.0039019305
id13865,0.10698236,0.87039703,0.022620635
id22807,0.09043368,0.04768368,0.8618826
id08951,0.6340836,0.026786823,0.33912957
id18684,0.9963379,0.0020455811,0.0016164626
id25179,0.2615821,0.50688744,0.23153046
id27033,0.98404354,0.006936981,0.009019521
id13977,0.01438107,0.97847944,0.007139458
id19337,0.0042917193,0.99138427,0.0043240534
id25764,0.003751124,0.9948153,0.0014335351
id16106,0.044885974,0.037276704,0.9178373
id05468,0.040256523,0.00858989,0.9511535
id05241,0.994624,0.0011137181,0.0042623086
id10215,0.76842576,0.029906409,0.2016678
id23457,0.11998081,0.27491808,0.6051011
id02200,0.9705418,0.019848045,0.009610159
id13714,0.01303094,0.97855455,0.008414471
id20332,0.00080037396,0.00029882957,0.9989008
id18573,0.0136629855,0.013931135,0.97240585
id08569,0.9632124,0.014727299,0.022060292
id22767,0.023416348,0.9688136,0.0077701057
id25390,0.43565118,0.527647,0.036701877
id09288,0.97428846,0.010250897,0.015460643
id12381,0.9890499,0.007154316,0.0037958021
id02895,0.006588916,0.0035548978,0.98985624
id25270,0.01592958,0.0018225753,0.9822479
id14248,0.64526,0.07026763,0.28447238
id12831,0.8218861,0.0060735266,0.17204033
id18305,0.67436814,0.10347855,0.22215335
id07805,0.8749806,0.09637999,0.028639399
id14027,0.1451044,0.43796983,0.41692585
id02760,0.7172424,0.23245317,0.050304405
id24362,0.99656004,0.0021345872,0.001305414
id17065,0.022137742,0.9745764,0.0032858043
id26583,0.0033937036,0.91861606,0.077990234
id19664,0.98795843,0.0015786873,0.010462932
id25145,0.90094346,0.047762685,0.051293835
id17858,0.002128925,0.99718213,0.0006889584
id05148,0.032058503,0.009940923,0.95800066
id22928,0.7168578,0.23722671,0.04591553
id21549,0.90609664,0.014490627,0.07941274
id12649,0.014125254,0.9833028,0.0025719511
id21597,0.9520323,0.03460754,0.013360181
id27945,0.6668194,0.30170703,0.031473532
id00243,0.9963038,0.0020713545,0.001624866
id02745,0.82834715,0.14984435,0.021808537
